created_at,Text,full_text
Thu Jun 20 14:30:54 +0000 2024,,AGAR MAKAN SIANG GRATIS PRABOWO TAK PERBERAT IMPOR INI KATA EKONOM! https://t.co/wVc7hMxCoq
Thu Jun 20 14:29:57 +0000 2024,,@tempodotco Terutama Perlunya ditiadakan Anggaran APBN 2025 terkait Makan Siang Gratis direvisi menjadi Program Pendidikan Grattis..@Mdy_Asmara1701 @AdindaZahrany07 @alisyarief @Boediantar4 @BosPurwa @br2_joan @DrEvaChaniago @Naz_lira
Thu Jun 20 14:18:51 +0000 2024,,Agar makan siang gratis Prabowo tak perberat impor https://t.co/XbeooqkS73
Thu Jun 20 14:18:48 +0000 2024,,Agar makan siang gratis Prabowo tak perberat impor https://t.co/U0zQtqCZpm
Thu Jun 20 14:18:41 +0000 2024,,Kementan minta Inkindo dukung program makan siang gratis Prabowo Gibran https://t.co/NTIDfkZnY3
Thu Jun 20 14:18:24 +0000 2024,,Agar makan siang gratis Prabowo tak perberat impor ini kata ekonom! https://t.co/ZurEsP7jhZ
Thu Jun 20 14:18:11 +0000 2024,,@Bisniscom Apalagi kalau sampai program makan siang gratis dieksekusi ini akan menjadi tekanan fiskal yang besar.
Thu Jun 20 14:12:09 +0000 2024,,@democrazymedia Yang pentingkan dapet makan siang gratis.
Thu Jun 20 14:11:38 +0000 2024,,@eventidc @potraoit please gratis makan siang aja gratis 
Thu Jun 20 14:05:28 +0000 2024,,Ekonom: Program makan siang gratis Prabowo-Gibran pentingkan peran industri dalam negeri agar tak perberat impor #BreakingNews #Ekonomi #Indonesia https://t.co/wyWKBImWSy
Thu Jun 20 14:05:06 +0000 2024,,Program makan siang gratis Prabowo-Gibran dinilai penting untuk mendorong industri lokal tanpa meningkatkan impor. Sektor agrobisnis harus terus dikembangkan melalui hilirisasi &amp; teknologi. 🇮🇩 #EkonomiIndonesia #MakanSiangGratis https://t.co/wmHuLrcVSA
Thu Jun 20 14:05:00 +0000 2024,,Di era @SBYudhoyono @jokowi @prabowo Semakin parah. Hutang 8000 T Hutang Bumn 8000 T Pengangguran di tingkatkan... Kemiskinan terus di pelihara cukup dengan makan siang gratis. Sesederhana pemikiran visi misinya. Jika pemimpin di kelilingi orang² rusak maka negara rusak. https://t.co/0fhmk42RmK
Thu Jun 20 14:04:02 +0000 2024,,Kementan minta inkindo dukung program makan siang gratis https://t.co/TD0R6Ehq7u
Thu Jun 20 13:55:51 +0000 2024,,Agar makan siang gratis Prabowo tak perberat Impor! https://t.co/pgkGrnpV1G
Thu Jun 20 12:43:06 +0000 2024,,@afrkml Wkt itu emg lagi bokek pwoll. Blm makan siang air galon di kos abis jd bergantung sama air gratis di kampus yang kebetulan abis juga nekat lanjut pergi nugas lg dalam keadaan lapar+dehidrasi. Mana pas itu pake kemeja flannel. Sumuk. Trauma ga mau sok pake baju hangat lg 
Thu Jun 20 12:33:03 +0000 2024,,@Mdy_Asmara1701 pemimpin keluarga culas ga ada hukuman tegas koruptor di kamus keluarga tukang kayu ekonomi meroket roket ijazah diragukan ipk 2 3 memperkaya keluarga mahkamah keluarga kpu asyim waswaslu babi gendut penjilat rezim mukidi 58% dungu percaya ekonomi tercepat makan siang gratis
Thu Jun 20 12:22:13 +0000 2024,,Luhut: Negara akan Danai Program Makan Siang Gratis Secara Bertahap https://t.co/BkMwIbDWFl
Thu Jun 20 12:21:08 +0000 2024,,@ARSIPAJA Hodeeeh payah dah @Gerindra nih gak ada kader yah stok abis sebelum makan siang gratis
Thu Jun 20 12:16:38 +0000 2024,,Membicarakan dolar yg merangkak naik dan masa depan makan siang gratis https://t.co/sx7lMocBfb
Thu Jun 20 12:00:58 +0000 2024,,@putra_twiit @erickthohir Bisa dicek stadion mana saja yang sedang dalam proses renovasi ya mas
Thu Jun 20 11:59:10 +0000 2024,,Gpp yang penting dapat makan siang gratis.
Thu Jun 20 11:50:40 +0000 2024,,@democrazymedia Tenang kan ada bansos sama makan siang gratis. Ngapain cape2 kerja ngemis aja ke pemerintah.
Thu Jun 20 11:49:12 +0000 2024,,@yaniarsim Ga apa apa di PHK..tinggal nunggu dapat makan siang gratis kok
Thu Jun 20 11:21:26 +0000 2024,,@Dahnilanzar @jokowi @prabowo Defisit APBN 600T wacana makan siang gratis sama pembangunan IKN duit dari mana pak? Mau nambahin rasio hutang ke 50% PDB? Jangan asal buat program aja liat skala prioritas awas seperti Argentina!
Thu Jun 20 11:18:11 +0000 2024,,terima kasih buat salah satu mommy dari PG A yang udah ngasih cheesecake holland rill belum sempet cobain tapi malah dikasih rejeki gratis dikasih + dapet gacoan dari guru PG B buat makan siang its time to long holiday see you on july meja kerjaku! https://t.co/fRfqhRLOqM
Thu Jun 20 10:42:07 +0000 2024,,@JaenoXTM Kayak begini mau bikin makan siang gratis? https://t.co/EN2dqEeg03
Thu Jun 20 10:39:10 +0000 2024,,Jamaah haji aja makanannya begitu apakabar makan siang gratis ya
Thu Jun 20 10:36:55 +0000 2024,,@nvfrrna_ makan siang gratis
Thu Jun 20 10:32:15 +0000 2024,,@JaenoXTM Jangan2 nanti akan ada potongan gaji pekerja untuk makan siang gratis
Thu Jun 20 10:06:28 +0000 2024,,Ini makan siang gratis gak ?
Thu Jun 20 10:06:14 +0000 2024,,Jatah makan siang dan susu gratis.... https://t.co/X10qxlEAs8
Thu Jun 20 09:48:42 +0000 2024,,@cingreborn Cukup asal dibantu makan siang gratis dari pemerintah 
Thu Jun 20 06:47:04 +0000 2024,,@Atypical_Teenz pdhl gue udh isi bensin (makan siang) (tidak gratis)
Thu Jun 20 06:17:38 +0000 2024,,Pantes ngusungnya makan siang gratis mulu https://t.co/UWviRPf7Ww
Thu Jun 20 06:13:16 +0000 2024,,@5teV3n_Pe9eL Disini yg gratis nanti makan siang Sekolah kedokteran tidak berbayar. 1 Afghanistan; 2 Armenia; 3 Azerbaijan; 4 Bahrain; 5 Bangladesh; 6 Cambodia ...
Thu Jun 20 06:11:20 +0000 2024,,@maafkan_ayahmu @biruC2903 Dapet makan siang gratis ya..
Thu Jun 20 06:09:05 +0000 2024,,Makan siang gratis 2029 https://t.co/N6lwiOfyj0
Thu Jun 20 06:01:10 +0000 2024,,@sungbinjaktim ini baru makan siang gratis yg gw terima sepenuh hati
Thu Jun 20 05:59:46 +0000 2024,,hobi baru ucan: kasih makan siang gratis https://t.co/RmtftEIfLN
Thu Jun 20 05:50:28 +0000 2024,,Ada rencana majakin bansos dan makan siang gratis gak? https://t.co/XMGf9EnNZh
Thu Jun 20 05:49:59 +0000 2024,,@msobri99 Makan tuh makan siang gratis 
Thu Jun 20 05:39:41 +0000 2024,,@Harjomulyo1738 Disini yg gratis nanti makan siang
Thu Jun 20 04:39:47 +0000 2024,,@T0M5helby Saya malah cemas kalau jadi dipraktikkan sama Jokower nanti Prabowo juga akan MENCONTOH &amp; akan MEMPRAKTIKKANnya pada program MSG (makan siang gratis). TIDAK barokah kasih makan kepada orang lain dengan uang HARAM !
Thu Jun 20 03:46:45 +0000 2024,,@AirinDatangLagi Cobalah dikasi makan siang gratis atau setidaknya sarapan bubur dulu 
Thu Jun 20 03:40:57 +0000 2024,,@labudedidi @Krishna63602298 @musyafasholi @anonjawa Sekarang udah gak makan siang gratis bang tapi sarapan gratis
Thu Jun 20 03:06:37 +0000 2024,,@Pierreversion Makan siang gratis cuma seonggok nugget 
Thu Jun 20 02:43:02 +0000 2024,,@Dennysiregar7 Gapapa nganggur ada makan Siang gratis
Thu Jun 20 02:22:00 +0000 2024,,@fajarnugros Kan udah ketawan harapan kita 5 tahun kedepan makan siang gratis di sekolah. 
Thu Jun 20 02:13:32 +0000 2024,,Mau Makan siang gratis ? Makan berbayar aja masih berjubel masalah. Oke gas oke gas ... Minum yakult aja.
Thu Jun 20 01:59:54 +0000 2024,,Satu kata lucu Tapera. Dua kata lucu Mobil esemka. Tiga kata lucu Makan siang gratis Empat kata lucu Negara kerajaan republik indonesia Lima kata lucu Ibu kota nusantara terancam mangkrak
Thu Jun 20 01:58:05 +0000 2024,,Dede Yusuf soal Isu Makan Siang Gratis Pakai Dana Pendidikan: PAUD-SMP Penting #newsupdate #news https://t.co/xTBk7w01UN
Thu Jun 20 01:55:17 +0000 2024,,Agar Makan Siang Gratis Prabowo Tak Perberat Impor Ini Kata Ekonom! https://t.co/gnpD6q7hAu
Thu Jun 20 01:53:28 +0000 2024,,@moon_of_prada Jati mengincar makan siang gratis yang disediakan Sulasti. Meski cuma pakai sekerat ikan asin sepetak tahu dan kuah sayur bening bagi Jati makan siang di rumah Khalil selalu yang paling nikmat. Jati menyukai aroma dapur Sulasti yang tercium dari meja makan.
Thu Jun 20 01:45:11 +0000 2024,,@dsuperboy @R4h4yu_12 Betul pepatah Cina mengatakan tidak ada makan siang gratis 
Thu Jun 20 01:37:44 +0000 2024,,@chanzyeolk Ustad ustad dengan standarisasi pengikut minimal tamat sekolah SMA. Kalo ustad yang joget joget masih di ragukan yang pasti Doyan makan siang gratis wkwkkwkwkw
Thu Jun 20 01:14:18 +0000 2024,,@mediasi_arie @makanbolaID Digaris bawahi ya PENGGILA BOLA bukan pemain bola. Dari sekelilingmu emang ada yang dari kecil cita citanya jadi pemain bola profesional. Bocil bocil sd aja udah pada ngerokok gimana mau jadi atlet
Thu Jun 20 01:12:01 +0000 2024,,@FerdinandMasbro @farizhabibie666 @makanbolaID sabar jangan sambil nangis dik
Thu Jun 20 00:42:43 +0000 2024,,@Krishna63602298 @musyafasholi @anonjawa kosong dua emang begitu bro ada hubungannya apa ngga.. nyalahin aja dulu mikirnya belakangan kalo udah makan siang gratis
Thu Jun 20 00:31:09 +0000 2024,,Enak makan siang gratis laa kenyang
Wed Jun 19 23:55:52 +0000 2024,,@timpenguinnas Setidaknya masih ada bansos dan makan siang gratis. 
Wed Jun 19 18:31:32 +0000 2024,,@irvan_aan88 @hannahelijah32 @denonurul @KAI121 Ntar dapat makan siang gratis tunggu Oktober ya 
Wed Jun 19 18:20:12 +0000 2024,,@idextratime Makan siang gratis
Wed Jun 19 18:15:24 +0000 2024,,@nighhride kamu minta sama ndut kan kita mau dapet makan siang gratis
Wed Jun 19 18:02:13 +0000 2024,,ada ya org dukung cmn gegara makan siang gratis mana omon omon nya ngawur lagi. td bilangnya untuk memberantas stunting lah ngasi makannya ke bocah sd WKWKWKWKWK apa ngaruhnya
Wed Jun 19 17:42:53 +0000 2024,,@NenkMonica Ingat sodara2 gad makan siang gratis. Gada....
Wed Jun 19 16:31:47 +0000 2024,,Gini kalian masih nyoblos yg nawarin makan siang gratis
Wed Jun 19 13:39:49 +0000 2024,,@alhaithamwn sbtulnya ini gk msup mentab tpi ak mw balaz (niat). oiyh minta mam siang ajh kaoan lgi makan gratis sprti janji pak prab [PRIT PRIT]
Wed Jun 19 13:17:45 +0000 2024,,Makan siang gratis subsidi listrik kesehatan gratis kuliah gratis angkutan umum gratis? Setelah dilantik rakyat dilarang ungkit2 dan tagih janji.Jgn.Yg ungkit2 akan diciduk.
Wed Jun 19 13:13:59 +0000 2024,,orang yang manggil nama doang gak dapet makan siang gratis
Wed Jun 19 12:55:01 +0000 2024,,@geloraco Bagi kaum 58% gak apa apa hutang negara meroket yg penting makan siang gratis.
Wed Jun 19 12:32:07 +0000 2024,,@jacob7kat @kiyong2kat Itu mah si penyedia makan siang gratis
Wed Jun 19 12:26:56 +0000 2024,,11 12 sama makan siang gratis lah
Wed Jun 19 12:24:32 +0000 2024,,@dekade_08 Komitmen taekk... janji makan siang gratis aja belum² udah diralat makanan bergizi nggak harus siang susu nggak harus susu sapi tapi susu kambing dsb. 
Wed Jun 19 12:19:43 +0000 2024,,@Boediantar4 Baru sadar??? Lagi2 dibodoh oleh wong jowo koek Bangsa ini memang bodoh ditawarin sekolah gratis malah milih makan siang. Terpesona foto kemeja putih diatas got mampet Kurang anjing apa lagi rakyat kita ini. 
Wed Jun 19 12:02:30 +0000 2024,,Pacarnya prabowo ya kak kaya program makan siang gratis
Wed Jun 19 12:02:09 +0000 2024,,Khodamku : makan siang gratis
Wed Jun 19 12:00:06 +0000 2024,,@bigjayen2 @Dennysiregar7 Ga ada makan siang gratis
Wed Jun 19 11:38:04 +0000 2024,,@egiargians yah gimana ya dikasi pendidikan gratis biar tau malah milih makan siang gratis lah jadi tai
Wed Jun 19 11:07:47 +0000 2024,,Penghamba makan siang gratis apa kabarnya? Udah ke IKN belum?
Wed Jun 19 10:53:00 +0000 2024,,Makan Siang Gratis Tak Bisa Perbaiki Gizi Anak Indonesia https://t.co/NjVAztG39o
Wed Jun 19 10:39:39 +0000 2024,,@zy_zy_lestary Buzer jokowi ditunggu Perpu perampasan aset. Soal IKN kalo rupiah masih di kepala 16 mustahil nanti dilanjutkan kalau tidak ada investor mengadalkan APBN sama Halnya makan siang gratis dah kerjain dulu perpunya yg gk makai modal batu kita bahas IKN
Wed Jun 19 10:24:57 +0000 2024,,@ferrykoto @jokowi Gk usah ngomong IKN dan makan siang gratis jelas2 kalau menggunakan uang APBN hampir mustahil dilaksanakan fiskal negara bakalan naik dan negara terancam bangkrut mengingat rupiah diangka kepala 16 yg gk makai uang APBN ada tapi gk dilakanakan Perpu perampasan aset 
Wed Jun 19 10:04:42 +0000 2024,,@ArgentiJKT48 Dijual laku ngga sih? https://t.co/KTYWJPbQ5f
Wed Jun 19 09:40:57 +0000 2024,,@ferrykoto Kalau gak dukung ya gak akan di dukung lah ... Tidak ada makan siang yang gratis . Ibarat kata
Tue Jun 18 23:56:28 +0000 2024,,@anamazingbali @sandiuno @jokowi kenapa sih protes mulu. kan udah dapat makan siang gratis dan itu pilihan kalian. bingung saya. terima lah nasib kan pilihan kalian
Tue Jun 18 23:42:18 +0000 2024,,Gerombolan makan siang gratis!n nikmatilah https://t.co/Kz957ckA3j
Tue Jun 18 23:40:50 +0000 2024,,@azha_nordin Bangun new capital saja tak mampu. Ditambah lagi program makan siang gratis (287 juta ringgit per day). Investors are worries abt rising on deficit
Tue Jun 18 23:34:37 +0000 2024,,@dyahNeZza Mungkin krn IQ 58 nunggu makan siang gratis keburu jadi sarapan gratis mie instan + telur cicak rebus 
Tue Jun 18 23:24:06 +0000 2024,,Yg 58% warga memilih di cekoki makan siang gratis ke timbang pendidikan dan lapangan kerja
Tue Jun 18 23:21:57 +0000 2024,,@beIajarl Jangan lupa makan siang gratis dan susu segar buat ibu hamil. https://t.co/iCrNrjxmH9
Tue Jun 18 23:12:09 +0000 2024,,@__freelance__ Apakah ini di papua ? Saya sangat tersinggung kalau ada pejabat negara bilang mau beri mereka makan siang gratis ataupun bantuan2 yg sifatnya nyogok harus mereka makan enak tdk miskin dgn fakta kekayaan alamnya pemikiran tolol mengagap mereka miskin selama ini.
Tue Jun 18 22:49:13 +0000 2024,,@1s_silvi @Bayu_Tepian @Komjen_Langit @Saher95755738 Eh tukang tambel ban komen dah makan siang gratis blm kau lai?
Tue Jun 18 22:45:01 +0000 2024,,@yaniarsim Tenang masih bisa makan siang gratis ntar 
Tue Jun 18 22:44:21 +0000 2024,,@MikaelKonai @BBerizik Eh pendukung oke gas nongol. Dah makan siang blm? Eh ga jd makan siang gratis ya jdnya makan pagi
Tue Jun 18 22:13:13 +0000 2024,,@OposisiCerdas Anjay kalau Paes belum bisa gabung timnas krn CAS org ini bisa jadi opsi nih 
Tue Jun 18 21:34:02 +0000 2024,,@DoankWarto Tdk ada Makan siang gratis? Siapa bilang ? ADA. Tp msh akan. Susu gratis jg msh akan. Ganti telor.... Terakhir ganti kasih mentahnya
Tue Jun 18 20:29:56 +0000 2024,,@small_mofo_MK3 Makan siang gratis
Tue Jun 18 20:26:05 +0000 2024,,@Wdi125 @rimaddict @ardibhironx @piotrj @nafasidn Pak Anies tuh penjelasannya terlalu belibet bang makanya 58% warga gapaham apa yang disampein coba kalau dari awal cuma ngomong Hilirisasi sama makan siang gratis pasti kepilih
Tue Jun 18 18:54:19 +0000 2024,,Soshum gak dapet makan siang gratis. &gt;____&lt;
Tue Jun 18 18:15:34 +0000 2024,,Padahal udah dapet benefit: - Deket rumah - Akomodasi transport - Jaminan trophy - Mandi sama makan siang gratis ga usah ditanya lagi lah. Dapet pasti Gaji UMR gapapa lah. Ayo mas aris pertimbangkan. Daripada balik kandang babi hahahaha
Tue Jun 18 17:30:13 +0000 2024,,@gtelatoz Pak prbowo nanti tunggu jatah makan siang gratis
Tue Jun 18 17:10:45 +0000 2024,,kmrn mei lamaaaaa banget juninya ngebut bgt kayak mau rebutan makan siang gratis 
Tue Jun 18 16:33:19 +0000 2024,,whats the buffer? growth nya steep bgt itu - makan siang gratis?
Tue Jun 18 16:01:28 +0000 2024,,Ini gada yg mau nanya makannya apa? Aku mau jawab makan siang gratis soalnya 
Tue Jun 18 15:36:07 +0000 2024,,@wangsanusa @__AnakKolong Anda layak dapat bansos dan makan siang gratis.
Tue Jun 18 15:23:10 +0000 2024,,@penumpangbus @BisKota_ @calomagang Enak juga nih makanan ringan cititrans beda banget sama harapan jaya sleeper bus tangerang - kediri meh banget. Di tiket ada voucher makan siang eh taunya cuma makan malam. Snack dibagiin magrib dari siang blom makan ngarep maksi gratis dari harjau https://t.co/enjNCjTbTf
Tue Jun 18 15:16:20 +0000 2024,,@AnggaPutraF Karena si samsul lagi makan siang gratis
Tue Jun 18 15:11:18 +0000 2024,,@zanatul_91 Ceritanya dapat hadiah mengelola tambang ya kira-kira barter pakai apa ya? atau udah selesai barternya penasaran nih pastinya nggak ada makan siang gratis kan
Tue Jun 18 15:10:06 +0000 2024,,Permulaan makan siang gratis dari prabski. Jauh2 ke hambalang nyokot nu kiyeu doang. Can nanaon geus ngahesekeun rakyat ente. https://t.co/b617Mpk9Px
Tue Jun 18 15:07:49 +0000 2024,,@HumorJonTampan Hahahaha Karena duit belum ada saya juga boleh menghayal buat bikin warung nasi pecel beberapa titik se indonesia . Terus di gratis sepekan . Biar ikut nimbrung makan siang dan susu gratis
Tue Jun 18 15:01:15 +0000 2024,,Selama proga makan siang gratis adalah pengeluaran dan bukan untuk membangun pondasi ekonomi nasional Maka dipastikan indonesia bangkrut meski plafon utang baru saja dinaikan
Tue Jun 18 15:00:49 +0000 2024,,@tempodotco Itulah kebodohan warga Jakarta baru dapat makan siang gratis 2x aja selama kampanye pilpres dah pada lupa tuh dgn Pak Anies yg bersama mereka selama 5 tahun. Liat aja hasil pilpres di Jakarta paslon mana yg dapat suara terbanyak 
Tue Jun 18 14:55:53 +0000 2024,,@__AnakKolong Jangankan online yg offline saja gak bisa diberantas.Semua tergantung niat dan kesungguhan saja. Di Bali tiada hari tanpa Judi..kecuali hari Nyepi. Yang jelas tidak ada Makan Siang Gratis aplg Judi adalah pelanggaran. Bali lahan yg sangat BASAH. Judi ditutup dompet pada kering.
Tue Jun 18 14:47:15 +0000 2024,,@indoflyer Maklumin aja negara lagi gak punya duit akibat utang ugal2an ya pajak yg ditinggiin. Jogetin aja yg penting dpt makan siang gratis nasi tempe tahu
Tue Jun 18 14:28:09 +0000 2024,,@C4k_D3pp Itu pengikutnya pasti tertipu janji MAKAN SIANG GRATIS
Tue Jun 18 14:23:44 +0000 2024,,@buanawisnu Sirkel makan siang gratis?
Tue Jun 18 14:16:32 +0000 2024,,@anothayej @sosmedkeras @aiuenow @nikdashed stunting blm dpt makan siang gratis
Tue Jun 18 14:15:38 +0000 2024,,17:00 tiba di RM.Siang malam di Kalianda . Lampung Selatan utk servis makan Tidak diberikan servis makan gratis yang diberikan oleh sinjay hanya voucher makan seharga 15rb Istirahat cukup 30 menitan Setelah itu melanjutkan perjalanan ke Bakauheni https://t.co/xJfqAwwUrk
Tue Jun 18 14:15:29 +0000 2024,,Sehat-sehat calon penghuni lapis. Enak dong kalau lapis? Enak Bi dapat makan siang gratis.
Tue Jun 18 14:05:40 +0000 2024,,@T0M5helby Joget joget dan makan siang gratis siap meroket
Tue Jun 18 13:53:08 +0000 2024,,@_moonster___ alhamdulillah makan siang gratis program pemberantasan stunting‍↕️
Tue Jun 18 13:34:37 +0000 2024,,Tidak ada makan siang gratis yang ada makan sehat gratis... https://t.co/ASAJzGN1lY
Tue Jun 18 13:32:47 +0000 2024,,Bansos utk keluarga pelaku judol itu 11-12 kaya regulasi melarang study tour setelah ada kecelakaan program makan siang gratis utk mencegah stunting memblokir situs2 terindaksi pornografi. Regulasi itu dibuat seolah nyari instan nya aja daripada menyelesaikan akar masalahnya.
Tue Jun 18 13:29:17 +0000 2024,,ael selamat makan siang gratis ya. 
Tue Jun 18 13:00:35 +0000 2024,,@sayyounaraa makan siang gratis
Tue Jun 18 12:51:40 +0000 2024,,Bukanya bikin Kampanye makan siang Gratis malah Gelut..
Tue Jun 18 12:39:37 +0000 2024,,@habiburokhman Berat banget tugas prabowo ke depan. Sudahlah mikirin anggaran makan siang gratis kelanjutan ikn kasak kusuk parpol dan relawan minta jatah eh ditambah pasukannya modelan habiburohman dan fadli zon
Tue Jun 18 12:34:31 +0000 2024,,@CNNIndonesia Baru sekali-kalimya pilih @PKSejahtera malah ambyar ikut haus kekuasaan. Padahal sudah bekali pemilu saya golput. Tidak ada makan siang gratis benar adanya. Kembali ke setelam awal Golput for next election
Tue Jun 18 12:33:39 +0000 2024,,Makan siang gratis itu adalah nasi dos jum'atan
Tue Jun 18 12:30:22 +0000 2024,,@dikidawawe3 Gak ada makan siang gratis
Tue Jun 18 12:29:25 +0000 2024,,TERNYATA KALAU BEGINI HUTANG YG MEMBAWA BENCANA!!! JADI 3.000 T belanja rutin dan pembangunan 500 T anggaran pendidikan 600 T bayar hutang 800 T makan siang gratis 400 T bansos 500 T .sdh 2.800 utk IKN MEMANG ADA!!
Tue Jun 18 12:11:36 +0000 2024,,Kok gak ada makan siang gratis..? Hoax neh....
Tue Jun 18 12:03:20 +0000 2024,,@kesedyhan @AdhityaFachri Bukannya diobatin malah dikasih mic 
Tue Jun 18 08:30:18 +0000 2024,,Yg pasti bukan makan siang gratis
Tue Jun 18 08:06:07 +0000 2024,,smga dijadikan menu utama makan siang gratis selama 5 tahun ke depan
Tue Jun 18 07:59:09 +0000 2024,,ujicoba sarapan &amp; makan siang gratis dg gaya berbeda beda https://t.co/B1y5S7pK1a
Tue Jun 18 07:46:44 +0000 2024,,Makan siang Gratis bisa mengorbankan segalanya https://t.co/A3G9Qa0G8d
Tue Jun 18 07:46:11 +0000 2024,,Gapapa sing penting punya ordal. Lagian yang mayoritas masyarakat (58%) mana peduli sama urusan kerja kan mereka kebiasaan disuapi bansos dan makan siang gratis yang tidak seberapa itu.
Tue Jun 18 07:13:11 +0000 2024,,Presiden terpilih Prabowo Subianto menuturkan salah satu kebijakan ambisius yang akan ditekennya pada saat memimpin Indonesia adalah makan siang gratis. #bisnisupdate #Update #Bisnis #text https://t.co/DijC1cINs0
Tue Jun 18 07:12:25 +0000 2024,,@SingawurR @ardibhironx @piotrj @nafasidn sesi amat dah blm dapet makan siang gratis kah
Tue Jun 18 07:07:15 +0000 2024,,tolongin dong besok gue debat. salah satu mosinya urgensi program pemberian gratis makan siang atau sarapan . gimana kalo gue malah dapet team pro??? sedangkan selama ini gue sangat kontra dengan program tersebut??? bagaimanaaaa??? gimana gue bisa nyari data pendukungnya?
Tue Jun 18 06:54:52 +0000 2024,,Mau profesional atau tidak mau BUMN hancur dan rugi masa bodoh. Mau melanggar UU 28 tahun 1999 ttg Penyelenggara negara yg bersih dan bebas KKN atau tidak masa bodoh. Yg penting janji sdh ditepati karena tdk ada makan siang gratis. https://t.co/2OmVNFbUsi
Tue Jun 18 06:46:12 +0000 2024,,Dukung program makan siang gratis https://t.co/c6fMjoVjYu
Tue Jun 18 06:45:39 +0000 2024,,kadang tuh ya pingin resign banget karena gajian nya kecilll pisan euy tapi mikir elah mana lagi kerja se santai ini waktu kebanyakan buat nonton YouTube di komputer wifi gratis makan siang gratis Snack pagi sore tidur siang mau sholat nya gampang dimana lagi coba
Tue Jun 18 06:38:52 +0000 2024,,@Uki23 Wiridnya komisaris...komisaris dibaca 33 kali setiap abis makan siang gratis ki
Tue Jun 18 06:29:28 +0000 2024,,Ketua Kadin Indonesia Arsjad Rasjid Mendukung Program makan Siang Gratis yang diusung oelh pasangan Presiden den Wapres terpilih https://t.co/3GUXmlR17Y
Tue Jun 18 06:18:15 +0000 2024,,Gratis makan siang selama persediaan masih ada hari ini. Bagi sahabat² yang posisi dekat apartemen Green Pramuka Jak.Pus (Taman belakang) silahkan merapat makan siang gratis. Semangat menikmati makan siangnya. Semoga berkah untuk semua. Terima kasih. https://t.co/e0IAYugWzD
Tue Jun 18 06:07:13 +0000 2024,,@tylerduran21 @ferizandra tapi mayoritas masyarakat 🇮🇩 pinginnya joget bansos &amp; makan siang gratis 
Tue Jun 18 06:06:47 +0000 2024,,pap makan siang gratis dari kantor https://t.co/UQahI1eiWU
Tue Jun 18 05:46:58 +0000 2024,,@DokterTifa IKN adlh proyek balas jasa/balas budi tanpa IKN donatur tdk akan mendapatkan apa². Ingat tdk ada makan siang/makan malam gratis di negeri ini semua ada hitung²an nya.
Tue Jun 18 05:41:51 +0000 2024,,@geloraco Biaya IKN? Judol solusinya Tapera? Judol solusinya Anggaran makan siang gratis? Ya judol lah Daripada sok suci tapi duitnya dikorup korup juga 
Tue Jun 18 05:19:28 +0000 2024,,Ketua Kadin Indonesia Arshad Rashid mendukung program makan siang gratis https://t.co/z69wtlPaY0
Tue Jun 18 05:09:39 +0000 2024,,Ketua kadin Indonesia Arsjad Rasjid mendukung program makan siang gratis yang disusun oleh Prabowo-Gibran https://t.co/QiLW2CXo2m
Tue Jun 18 04:37:22 +0000 2024,,kebangun gara-gara diketuk pintunya sama bapak kos yang datang ngasih makan siang gratis 
Tue Jun 18 04:20:40 +0000 2024,,@AryBandung Betul. Poinnya adalah program yang bisa dijalankan oleh pemerintahan yang baik dan kuat dalam penegakan hukum. Knp Morgan Stanley menurunkan peringkat krn mereka melihat pemerintahannya dan makan siang gratis itu padat modal. Dengan mental rente sulit utk tepat sasaran.
Tue Jun 18 04:15:09 +0000 2024,,Pemerintah karena pengen makan siang gratis 
Tue Jun 18 04:12:54 +0000 2024,,@idextratime Kelewat reaktif ini hubner. Dah lah fokus latihan aja biar bisa main reguler di osaka
Tue Jun 18 04:09:32 +0000 2024,,Airlangga: Defisit Anggaran untuk Makan Siang Gratis Masih Dibahas DPR - https://t.co/tgGveswQXB https://t.co/B4dP97dYNp
Tue Jun 18 03:53:19 +0000 2024,,Dolar 16.400 IKN makan siang gratis anggaran militer naik. imo nggak ada masa bulan madu untuk presiden baru. Atau tepatnya tdk ada masa bulan madu untuk rakyat :)
Tue Jun 18 03:52:25 +0000 2024,,@toncherieamour minta makan siang gratis kak
Tue Jun 18 03:47:53 +0000 2024,,@IkhwanMetal @nahdiyinbersatu lo pikirin aja gmn makan siang gratis benar2 bisa terlaksana!
Tue Jun 18 03:46:01 +0000 2024,,Ketua Kadin Indonesia Arsjad Rasjid mendukung program makan siang gratis yang diusung oleh pasangan Presiden dan Wapres terpilih Prabowo-Gibran https://t.co/tlmPS89e7A
Tue Jun 18 03:42:54 +0000 2024,,Haji yang bayar mahal dan nunggu lama aja dibuat kayak gini apalagi makan siang gratis yang penting Asian value + semua happy kan
Tue Jun 18 03:33:13 +0000 2024,,@ferizandra Kemaren ada calon presiden yg merhatiin ini dan punya program buat bangun kampung haji. eh lebih milih makan siang gratis youwes
Tue Jun 18 03:30:48 +0000 2024,,@MurtadhoRoy tidak akan merendahkan NU jika NU mencoba meniru sikap MU dalam mengelola organisasi berdikari. tanpa harus melacur kepada petinggi negara/daerah yang pasti tidak akan memberikan makan siang gratis. merangkul organisasi Islam dengan tujuan tertentu. NU dan MU sama2 Islam cont
Tue Jun 18 03:19:05 +0000 2024,,@kompascom Makan siang gratis jangan dilupakan juga.. negara kita bisa jadi juara bansos..
